|dates|Choctaw_Alabama_UnitedStates.BLS_EmployedPopulation.data|Choctaw_Alabama_UnitedStates.BLS_EmployedPopulation.missing|Choctaw_Alabama_UnitedStates.BLS_UnemployedPopulation.data|Choctaw_Alabama_UnitedStates.BLS_UnemployedPopulation.missing|Choctaw_Alabama_UnitedStates.BLS_UnemploymentRate.data|Choctaw_Alabama_UnitedStates.BLS_UnemploymentRate.missing|Choctaw_Alabama_UnitedStates.BLS_LaborForcePopulation.data|Choctaw_Alabama_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-12-10|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-11|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-12|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-13|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-14|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-15|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-16|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-17|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-18|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-19|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-20|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-21|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-22|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-23|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-24|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-25|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-26|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-27|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-28|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-29|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-30|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2020-12-31|4549.0|0|204.0|0|4.29202608878603|0|4753.0|0
0|2021-01-01|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-02|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-03|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-04|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-05|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-06|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-07|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-08|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-09|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-10|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-11|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-12|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-13|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-14|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-15|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-16|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-17|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-18|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-19|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-20|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-21|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-22|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-23|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-24|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-25|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-26|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-27|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-28|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-29|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-30|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-01-31|4394.0|0|224.0|0|4.850584668687744|0|4618.0|0
0|2021-02-01|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-02|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-03|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-04|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-05|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-06|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-07|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-08|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-09|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-10|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-11|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-12|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-13|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-14|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-15|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-16|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-17|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-18|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-19|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-20|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-21|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-22|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-23|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-24|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-25|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-26|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-27|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-02-28|4423.0|0|212.0|0|4.573894282632147|0|4635.0|0
0|2021-03-01|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-02|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-03|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-04|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-05|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-06|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-07|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-08|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-09|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-10|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-11|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-12|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-13|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-14|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-15|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-16|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-17|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-18|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-19|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-20|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-21|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-22|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-23|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-24|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-25|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-26|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-27|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-28|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-29|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-30|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-03-31|4462.0|0|201.0|0|4.310529701908642|0|4663.0|0
0|2021-04-01|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-02|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-03|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-04|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-05|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-06|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-07|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-08|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-09|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-10|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-11|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-12|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-13|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-14|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-15|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-16|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-17|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-18|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-19|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-20|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-21|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-22|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-23|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-24|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-25|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-26|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-27|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-28|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-29|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-04-30|4488.0|0|169.0|0|3.628945673180159|0|4657.0|0
0|2021-05-01|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-02|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-03|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-04|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-05|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-06|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-07|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-08|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-09|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-10|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-11|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-12|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-13|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-14|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-15|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-16|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-17|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-18|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-19|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-20|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-21|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-22|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-23|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-24|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-25|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-26|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-27|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-28|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-29|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-30|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-05-31|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-01|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-02|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-03|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-04|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-05|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-06|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-07|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-08|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-09|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-10|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-11|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-12|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-13|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-14|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-15|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-16|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-17|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-18|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-19|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-20|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-21|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-22|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-23|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-24|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-25|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-26|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-27|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-28|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-29|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-06-30|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-01|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-02|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-03|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-04|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-05|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-06|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-07|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-08|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-09|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-10|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-11|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-12|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-13|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-14|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-15|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-16|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-17|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-18|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-19|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-20|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-21|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-22|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-23|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-24|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-25|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-26|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-27|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-28|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-29|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-30|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-07-31|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-01|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-02|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-03|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-04|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-05|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-06|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-07|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-08|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-09|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-10|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-11|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-12|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-13|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-14|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-15|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-16|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-17|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-18|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-19|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-20|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-21|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-22|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-23|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-24|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-25|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-26|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-27|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-28|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-29|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-30|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-08-31|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-01|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-02|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-03|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-04|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-05|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-06|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-07|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-08|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-09|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-10|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-11|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-12|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-13|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-14|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-15|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-16|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-17|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-18|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-19|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-20|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-21|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-22|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-23|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-24|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-25|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-26|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-27|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-28|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-29|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-09-30|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-01|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-02|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-03|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-04|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-05|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-06|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-07|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-08|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-09|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-10|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-11|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-12|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-13|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-14|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
0|2021-10-15|4403.0|0|162.0|0|3.5487404162102956|0|4565.0|0
